# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
770,HD 161178,1,1,4786.00,,,0,10.950000,0.420000,-0.540000,0,1.060000,0.250000,-0.170000,0,-0.2100,0.0900,-0.0700,0,,,,
771,HD 16141,2,1,5757.00,9.00,-9.00,0,1.480000,0.020000,-0.020000,0,1.110000,0.060000,-0.060000,0,0.1300,,,0,7.5100,0.7600,-0.7600,0
772,HD 16175,1,1,5981.00,17.00,-17.00,0,1.720000,0.030000,-0.030000,0,1.630000,0.140000,-0.140000,0,0.3000,,,0,3.3000,0.5000,-0.5000,0
773,HD 162020,1,1,4723.00,71.00,-71.00,0,0.750000,0.030000,-0.030000,0,0.420000,0.180000,-0.180000,0,-0.1000,,,0,6.0000,18.0000,-18.0000,0
774,HD 163607,1,2,5522.00,,,0,1.760000,,,0,1.120000,,,0,0.2100,0.0300,-0.0300,0,8.6000,0.6000,-0.6000,0
775,HD 163607,1,2,5522.00,,,0,1.760000,,,0,1.120000,,,0,0.2100,0.0300,-0.0300,0,8.6000,0.6000,-0.6000,0
776,HD 16417,2,1,5841.00,17.00,-17.00,0,1.639984,0.035721,-0.019743,0,1.200000,,,0,0.0600,,,0,7.0000,1.0000,-2.0000,0
777,HD 164509,2,1,5859.00,,,0,1.110000,0.060000,-0.060000,0,1.120000,0.190000,-0.190000,0,0.2000,,,0,2.3200,1.2700,-1.2700,0
778,HD 164595,2,1,5790.00,40.00,-40.00,0,1.023606,0.016087,-0.022022,0,0.990000,0.030000,-0.030000,0,-0.0400,0.0800,-0.0800,0,7.1200,1.9600,-2.0800,0
779,HD 164604,1,1,4684.00,135.00,-37.00,0,0.771240,0.012415,-0.042707,0,0.770000,0.040000,-0.040000,0,-0.1800,,,0,,,,
780,HD 164922,1,4,5390.00,30.00,-30.00,0,0.946000,0.014000,-0.021000,0,0.926000,0.029000,-0.035000,0,0.1800,0.0800,-0.0800,0,9.5800,1.9900,-1.5500,0
781,HD 164922,1,4,5390.00,30.00,-30.00,0,0.946000,0.014000,-0.021000,0,0.926000,0.029000,-0.035000,0,0.1800,0.0800,-0.0800,0,9.5800,1.9900,-1.5500,0
782,HD 164922,1,4,5390.00,30.00,-30.00,0,0.946000,0.014000,-0.021000,0,0.926000,0.029000,-0.035000,0,0.1800,0.0800,-0.0800,0,9.5800,1.9900,-1.5500,0
783,HD 164922,1,4,5393.43,68.33,-68.33,0,1.001813,0.021826,-0.021826,0,0.921146,0.031836,-0.031836,0,0.1967,0.0569,-0.0569,0,9.5800,1.9900,-1.5500,0
784,HD 165131,1,1,5870.00,100.00,-100.00,0,1.064190,0.046688,-0.052493,0,1.060000,0.050000,-0.050000,0,0.0600,0.1000,-0.1000,0,2.7000,2.0000,-2.0000,0
785,HD 165155,1,1,5426.00,100.00,-100.00,0,0.950000,0.110000,-0.110000,0,1.020000,0.050000,-0.050000,0,0.0900,0.1000,-0.1000,0,11.0000,4.0000,-4.0000,0
786,HD 1666,1,1,6317.00,44.00,-44.00,0,1.930000,0.490000,-0.490000,0,1.500000,0.070000,-0.070000,0,0.3700,0.0400,-0.0400,0,1.7600,0.2000,-0.2000,0
787,HD 166724,1,1,5127.00,52.00,-52.00,0,0.797485,0.013056,-0.015508,0,0.810000,0.020000,-0.020000,0,-0.0900,0.0300,-0.0300,0,4.0000,3.8000,-3.8000,0
788,HD 167042,1,1,4919.00,,,0,4.630000,0.430000,-0.400000,0,1.390000,0.170000,-0.190000,0,-0.0100,0.1000,-0.1100,0,2.2000,1.0000,-1.0000,0
789,HD 167677,1,1,5474.00,65.00,-65.00,0,0.952710,0.038430,-0.044052,0,0.960000,0.020000,-0.020000,0,-0.2900,0.0430,-0.0430,0,11.5000,1.7000,-1.7000,0
790,HD 167768,1,1,4851.00,45.00,-44.00,0,9.700000,0.250000,-0.250000,0,1.080000,0.140000,-0.120000,0,-0.6700,0.0900,-0.0800,0,5.3100,2.4700,-1.6800,0
791,HD 168009,1,1,5778.33,94.42,-94.42,0,1.209505,0.028281,-0.028281,0,0.986073,0.043823,-0.043823,0,0.0183,0.0606,-0.0606,0,9.6800,1.3200,-1.2800,0
792,HD 168443,1,2,5491.00,44.00,-44.00,0,1.711479,0.040480,-0.040480,0,0.980000,0.119000,-0.119000,0,0.0400,0.0300,-0.0300,0,11.0800,0.7200,-0.6400,0
793,HD 168443,1,2,5491.00,44.00,-44.00,0,1.711479,0.040480,-0.040480,0,0.980000,0.119000,-0.119000,0,0.0400,0.0300,-0.0300,0,11.0800,0.7200,-0.6400,0
794,HD 168746,1,1,5570.00,12.00,-12.00,0,1.090000,0.020000,-0.020000,0,1.070000,0.060000,-0.060000,0,-0.0800,,,0,8.0000,3.0000,-4.0000,0
795,HD 168863,1,1,4905.00,170.10,-153.97,0,0.777826,0.064874,-0.069487,0,0.800000,0.101000,-0.101000,0,0.1600,0.0900,-0.0900,0,,,,
796,HD 1690,1,1,4374.00,31.00,-31.00,0,21.660000,6.180000,-6.180000,0,1.860000,1.060000,-1.060000,0,-0.2700,,,0,6.7000,3.2000,-3.2000,0
797,HD 16905,1,1,4866.12,140.40,-149.78,0,0.774940,0.062814,-0.058694,0,0.850000,0.040000,-0.040000,0,0.2405,0.0347,-0.0347,0,6.1000,4.7000,-4.7000,0
798,HD 169142,1,1,7246.00,158.18,-93.45,0,1.537020,0.059214,-0.055439,0,1.850000,,,0,,,,,0.0060,,,0
799,HD 169830,1,2,6300.00,50.00,-50.00,0,1.935709,0.045980,-0.045980,0,1.170000,0.158000,-0.158000,0,0.2100,0.0500,-0.0500,0,2.2000,0.2000,-0.2000,0
800,HD 169830,1,2,6300.00,50.00,-50.00,0,1.935709,0.045980,-0.045980,0,1.170000,0.158000,-0.158000,0,0.2100,0.0500,-0.0500,0,2.2000,0.2000,-0.2000,0
801,HD 170469,2,1,5842.00,28.00,-28.00,0,1.240000,0.020000,-0.020000,0,1.100000,0.080000,-0.080000,0,0.2900,,,0,6.7000,0.6000,-0.9000,0
802,HD 17092,1,1,4326.00,148.00,-148.00,0,13.580000,1.270000,-1.270000,0,6.730000,2.240000,-2.240000,0,0.1800,,,0,2.6000,0.9000,-0.9000,0
803,HD 171028,1,1,5671.00,16.00,-16.00,0,2.470000,0.070000,-0.070000,0,1.530000,0.130000,-0.130000,0,-0.4800,,,0,8.5900,2.3400,-2.3400,0
804,HD 171238,1,1,5467.00,55.00,-55.00,0,1.010000,0.070000,-0.070000,0,0.920000,0.030000,-0.030000,0,0.2000,0.1000,-0.1000,0,7.0000,6.0000,-1.6000,0
805,HD 17156,1,1,6046.00,76.00,-72.00,0,1.517000,0.038000,-0.036000,0,1.285000,0.064000,-0.062000,0,0.2080,0.0580,-0.0580,0,3.3000,1.2000,-1.0000,0
806,HD 173416,1,1,4683.00,100.00,-100.00,0,13.500000,0.900000,-0.900000,0,2.000000,0.300000,-0.300000,0,-0.2200,0.0900,-0.0900,0,1.7300,0.6530,-0.6530,0
807,HD 174205,1,1,4308.00,25.00,-25.00,0,26.600000,0.600000,-0.600000,0,1.800000,0.100000,-0.100000,0,-0.2800,0.3300,-0.3300,0,1.7000,0.3000,-0.3000,0
808,HD 175167,1,1,5635.00,28.00,-28.00,0,1.750000,0.040000,-0.040000,0,1.090000,0.040000,-0.040000,0,0.2800,0.0200,-0.0200,0,,,,
809,HD 175541,1,1,5013.00,,,0,4.190000,,,0,1.390000,,,0,-0.0700,0.0400,-0.0400,0,1.9000,1.0000,-1.0000,0
810,HD 175607,1,1,5392.00,17.00,-17.00,0,0.700000,0.010000,-0.010000,0,0.710000,0.010000,-0.010000,0,-0.6200,0.0100,-0.0100,0,10.3200,1.5800,-1.5800,0
811,HD 17674,1,1,5904.00,22.00,-22.00,0,1.180000,0.100000,-0.100000,0,0.980000,0.100000,-0.100000,0,-0.1600,0.0200,-0.0200,0,8.4000,0.6000,-0.6000,0
812,HD 176986,1,2,4931.00,77.00,-77.00,0,0.782000,0.035000,-0.035000,0,0.789000,0.019000,-0.019000,0,0.0300,0.0500,-0.0500,0,4.3000,4.0000,-4.0000,0
813,HD 176986,1,2,4931.00,77.00,-77.00,0,0.782000,0.035000,-0.035000,0,0.789000,0.019000,-0.019000,0,0.0300,0.0500,-0.0500,0,4.3000,4.0000,-4.0000,0
814,HD 177565,1,1,5627.00,19.00,-19.00,0,0.971489,0.014886,-0.021870,0,1.000000,0.100000,-0.100000,0,0.0812,0.0067,-0.0067,0,6.8800,3.3600,-3.8000,0
815,HD 177830,2,2,4901.00,37.00,-37.00,0,3.260000,0.120000,-0.120000,0,1.700000,0.280000,-0.280000,0,0.4200,,,0,4.4000,2.2000,-2.2000,0
816,HD 177830,2,2,4949.00,,,0,2.620000,0.060000,-0.060000,0,1.470000,,,0,0.5450,0.0300,-0.0300,0,4.4000,2.2000,-2.2000,0
817,HD 178911 B,3,1,5588.00,115.00,-115.00,0,1.080000,0.050000,-0.050000,0,1.240000,0.580000,-0.580000,0,0.2400,,,0,,,,
818,HD 179079,1,1,5646.00,,,0,1.630000,0.090000,-0.090000,0,1.140000,0.190000,-0.190000,0,0.2400,,,0,6.9900,0.7100,-0.7100,0
819,HD 179949,1,1,6168.00,,,0,1.266865,0.027771,-0.027771,0,1.210000,,,0,0.1370,,,0,2.5600,1.1200,-1.6400,0
820,HD 180053,1,1,5131.00,,,0,4.060000,,,0,1.750000,,,0,0.2500,0.1000,-0.1000,0,,,,
821,HD 18015,1,1,5603.00,,,0,3.130000,,,0,1.490000,,,0,-0.1400,0.0100,-0.0100,0,,,,
822,HD 180314,1,1,4917.00,100.00,-100.00,0,9.200000,0.400000,-0.400000,0,2.600000,0.300000,-0.300000,0,0.2000,0.0900,-0.0900,0,1.2950,0.2340,-0.2340,0
823,HD 180617,2,1,3534.00,51.00,-51.00,0,0.481000,0.014000,-0.014000,0,0.484000,0.019000,-0.019000,0,-0.0400,0.1600,-0.1600,0,,,,
824,HD 180902,2,1,4961.00,,,0,4.160000,,,0,1.410000,,,0,0.0400,0.0300,-0.0300,0,2.8000,0.7000,-0.7000,0
825,HD 181234,1,1,5386.00,60.00,-60.00,0,1.059423,0.023986,-0.023986,0,0.940000,0.118000,-0.118000,0,0.3200,0.0500,-0.0500,0,6.3200,2.5800,-2.5800,0
826,HD 181342,1,1,4945.00,,,0,4.710000,,,0,1.690000,,,0,0.2600,0.0300,-0.0300,0,2.0000,0.3700,-0.3700,0
827,HD 18143,1,2,5078.00,114.96,-141.00,0,0.870000,0.030000,-0.030000,0,0.850000,0.103000,-0.103000,0,0.2800,,,0,9.4000,,,0
828,HD 18143,1,2,5078.00,114.96,-141.00,0,0.870000,0.030000,-0.030000,0,0.850000,0.103000,-0.103000,0,0.2800,,,0,9.4000,,,0
829,HD 181433,1,3,4918.00,15.00,-15.00,0,0.790000,0.010000,-0.010000,0,0.630000,0.070000,-0.070000,0,0.3800,,,0,6.7000,1.8000,-1.8000,0
830,HD 181433,1,3,4962.00,134.00,-134.00,0,0.790000,0.010000,-0.010000,0,0.780000,,,0,0.3300,0.1300,-0.1300,0,6.7000,1.8000,-1.8000,0
831,HD 181433,1,3,4962.00,134.00,-134.00,0,0.790000,0.010000,-0.010000,0,0.780000,,,0,0.3300,0.1300,-0.1300,0,6.7000,1.8000,-1.8000,0
832,HD 181720,1,1,5736.00,37.00,-37.00,0,1.500000,0.070000,-0.070000,0,1.030000,0.200000,-0.200000,0,-0.6200,,,0,,,,
833,HD 183263,1,2,5948.00,27.00,-27.00,0,1.230000,0.020000,-0.020000,0,1.060000,0.136000,-0.136000,0,0.2776,0.0625,-0.0625,0,8.1300,,,0
834,HD 183263,1,2,5948.00,27.00,-27.00,0,1.230000,0.020000,-0.020000,0,1.060000,0.136000,-0.136000,0,0.2776,0.0625,-0.0625,0,8.1300,,,0
835,HD 183579,1,1,5784.00,61.00,-61.00,0,0.960000,0.006000,-0.006000,0,0.996000,0.049000,-0.049000,0,-0.0380,0.0400,-0.0400,0,3.1000,1.9000,-1.9000,0
836,HD 184010,1,3,4971.00,,,0,4.860000,0.550000,-0.490000,0,1.350000,0.190000,-0.210000,0,-0.1700,0.1000,-0.1000,0,2.7600,2.2400,-0.9500,0
837,HD 184010,1,3,4971.00,,,0,4.860000,0.550000,-0.490000,0,1.350000,0.190000,-0.210000,0,-0.1700,0.1000,-0.1000,0,2.7600,2.2400,-0.9500,0
838,HD 184010,1,3,4971.00,,,0,4.860000,0.550000,-0.490000,0,1.350000,0.190000,-0.210000,0,-0.1700,0.1000,-0.1000,0,2.7600,2.2400,-0.9500,0
839,HD 18438,1,1,3860.00,100.00,-100.00,0,88.475000,4.424000,-4.424000,0,1.840000,0.090000,-0.090000,0,-0.4000,0.1000,-0.1000,0,5.5000,2.4000,-2.4000,0
840,HD 185269,3,1,5923.00,,,0,2.000000,,,0,1.300000,,,0,0.1100,0.0500,-0.0500,0,4.0000,1.0000,-1.0000,0
841,HD 185283,1,1,4848.00,155.62,-161.78,0,0.743303,0.062203,-0.064863,0,0.800000,0.040000,-0.040000,0,-0.0600,0.0700,-0.0700,0,6.0000,4.7000,-4.7000,0
842,HD 18599,2,1,5145.00,50.00,-50.00,0,0.767000,0.024000,-0.024000,0,0.863000,0.020000,-0.020000,0,0.0000,0.0800,-0.0800,0,0.4000,0.1000,-0.1000,0
843,HD 187085,1,1,6117.00,27.00,-27.00,0,1.270000,0.066000,-0.066000,0,1.189000,0.023000,-0.023000,0,0.1200,0.0400,-0.0400,0,2.7470,0.8380,-0.8380,0
844,HD 187123,1,2,5790.00,157.71,-115.06,0,1.150430,0.055043,-0.064626,0,1.040000,0.112096,-0.159473,0,0.0900,0.1000,-0.1000,0,7.4000,1.2400,-1.1600,0
845,HD 187123,1,2,5790.00,157.71,-115.06,0,1.150430,0.055043,-0.064626,0,1.040000,0.112096,-0.159473,0,0.0900,0.1000,-0.1000,0,7.4000,1.2400,-1.1600,0
846,HD 18742,1,1,4940.00,,,0,5.130000,,,0,1.360000,,,0,-0.0400,0.0300,-0.0300,0,2.3000,0.5000,-0.5000,0
847,HD 188015,2,1,5746.00,,,0,1.125296,0.026152,-0.026152,0,1.090000,,,0,0.2890,,,0,6.6100,,,0
848,HD 188641,1,1,5897.32,85.35,-116.19,0,1.944920,0.072619,-0.080034,0,1.070000,0.133000,-0.133000,0,-0.0800,0.0300,-0.0300,0,,,,
849,HD 189567,1,2,5726.00,15.00,-15.00,0,1.040000,0.030000,-0.030000,0,0.830000,0.010000,-0.010000,0,-0.2400,0.0100,-0.0100,0,11.0000,0.5000,-0.5000,0
850,HD 189567,1,2,5726.00,15.00,-15.00,0,1.040000,0.030000,-0.030000,0,0.830000,0.010000,-0.010000,0,-0.2400,0.0100,-0.0100,0,11.0000,0.5000,-0.5000,0
851,HD 189733,2,1,5052.00,16.00,-16.00,0,0.750000,0.010000,-0.010000,0,0.790000,0.080000,-0.080000,0,-0.0200,,,0,1.4000,4.9000,-1.9000,0
852,HD 190007,1,1,4610.00,20.00,-20.00,0,0.790000,0.039000,-0.039000,0,0.770000,0.020000,-0.020000,0,0.1600,0.0500,-0.0500,0,1.0000,,,-1
853,HD 190228,1,1,5360.00,40.00,-40.00,0,2.586580,,,0,1.415000,0.081000,-0.081000,0,-0.2400,0.0600,-0.0600,0,,,,
854,HD 190360,2,2,5552.00,11.00,-11.00,0,1.140000,0.020000,-0.020000,0,1.000000,0.100000,-0.100000,0,0.2500,0.0500,-0.0500,0,8.5000,,,0
855,HD 190360,2,2,5549.00,100.43,-123.01,0,1.168040,0.074605,-0.032722,0,0.980000,0.151184,-0.088239,0,0.1900,0.1000,-0.1000,0,8.5000,,,0
856,HD 190647,1,1,5656.00,60.00,-60.00,0,1.376000,0.089000,-0.089000,0,1.069000,0.027000,-0.027000,0,0.2300,0.0200,-0.0200,0,7.9570,1.0960,-1.0960,0
857,HD 190984,1,1,5988.00,25.00,-25.00,0,1.530000,,,0,0.910000,,,0,-0.4800,0.0600,-0.0600,0,,,,
858,HD 191806,1,1,6010.00,30.00,-30.00,0,1.402230,0.023907,-0.022074,0,1.070000,0.129000,-0.129000,0,0.3000,0.0200,-0.0200,0,2.9000,0.4000,-0.4000,0
859,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
860,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
861,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
862,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
863,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
864,HD 191939,1,6,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,8.7000,,,-1
865,HD 192263,1,1,4976.00,18.00,-18.00,0,0.740000,0.010000,-0.010000,0,0.660000,0.080000,-0.080000,0,0.0300,,,0,2.0900,2.5400,-2.5400,0
866,HD 192310,1,2,5166.00,49.00,-49.00,0,0.857922,0.015566,-0.015566,0,0.800000,,,0,-0.0400,0.0300,-0.0300,0,7.8100,0.9000,-0.9000,0
867,HD 192310,1,2,5166.00,49.00,-49.00,0,0.857922,0.015566,-0.015566,0,0.800000,,,0,-0.0400,0.0300,-0.0300,0,7.8100,0.9000,-0.9000,0
868,HD 192699,1,1,5041.00,,,0,4.410000,,,0,1.380000,,,0,-0.1500,0.0400,-0.0400,0,1.8000,1.0000,-1.0000,0
869,HD 194490,1,1,5861.32,115.94,-108.86,0,1.149110,0.052812,-0.047696,0,1.060000,0.128000,-0.128000,0,0.0800,0.0600,-0.0600,0,,,,
870,HD 195019,2,1,5751.00,21.00,-21.00,0,1.480000,0.030000,-0.030000,0,1.210000,0.080000,-0.080000,0,0.0500,,,0,3.2000,,,0
871,HD 196050,3,1,5879.00,28.00,-28.00,0,1.420000,0.030000,-0.030000,0,1.270000,0.060000,-0.060000,0,0.2290,0.0300,-0.0300,0,4.3000,0.9000,-0.9000,0
872,HD 196067,2,2,6072.00,83.00,-76.00,0,1.710000,0.030000,-0.040000,0,1.160000,0.130000,-0.090000,0,0.2130,0.0420,-0.0420,0,4.2000,2.0000,-2.0000,0
873,HD 196067,2,2,6072.00,83.00,-76.00,0,1.710000,0.030000,-0.040000,0,1.160000,0.130000,-0.090000,0,0.2130,0.0420,-0.0420,0,4.2000,2.0000,-2.0000,0
874,HD 19615,1,1,4263.00,38.00,-38.00,0,32.300000,0.900000,-0.900000,0,1.100000,0.100000,-0.100000,0,-0.3100,0.1100,-0.1100,0,6.7000,1.8000,-1.8000,0
875,HD 196885 A,2,1,6254.00,44.00,-44.00,0,1.310000,0.050000,-0.050000,0,1.280000,0.050000,-0.050000,0,0.2200,0.0400,-0.0400,0,3.1200,,,0
876,HD 197037,2,1,6150.00,100.00,-100.00,0,1.105000,0.023000,-0.023000,0,1.110000,,,0,-0.2000,0.0600,-0.0600,0,1.9000,,,0
877,HD 199509,1,1,5796.02,117.02,-96.14,0,0.920000,0.030000,-0.030000,0,1.040000,0.136000,-0.136000,0,-0.3075,0.0281,-0.0281,0,1.6000,,,0
878,HD 19994,3,1,6188.00,44.00,-44.00,0,1.796470,0.090305,-0.096810,0,1.365000,0.042000,-0.042000,0,0.2700,0.0300,-0.0300,0,2.4000,,,0
879,HD 20003,1,2,5494.00,27.00,-27.00,0,0.921637,0.047725,-0.015850,0,0.875000,,,0,0.0400,0.0200,-0.0200,0,,,,
880,HD 20003,1,2,5494.00,27.00,-27.00,0,0.921637,0.047725,-0.015850,0,0.875000,,,0,0.0400,0.0200,-0.0200,0,,,,
881,HD 200964,1,2,4982.00,,,0,4.920000,,,0,1.390000,,,0,-0.1500,0.0400,-0.0400,0,3.0000,0.6000,-0.6000,0
882,HD 200964,1,2,4982.00,,,0,4.920000,,,0,1.390000,,,0,-0.1500,0.0400,-0.0400,0,3.0000,0.6000,-0.6000,0
883,HD 202206,2,1,5766.00,,,0,1.040000,0.010000,-0.010000,0,1.070000,0.080000,-0.080000,0,0.3000,0.1000,-0.1000,0,2.9000,0.1000,-0.1000,0
884,HD 202696,1,2,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,1.3200,0.3500,-0.2500,0
885,HD 202696,1,2,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,1.3200,0.3500,-0.2500,0
886,HD 202772 A,2,1,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,0.3000,0.0600,-0.0600,0,1.7000,0.3200,-0.2600,0
887,HD 203030,1,1,5603.00,10.00,-8.00,0,0.856458,0.019367,-0.025600,0,0.940000,0.129811,-0.121731,0,0.3000,0.0200,-0.0100,0,0.1000,0.0500,-0.0700,0
888,HD 20329,1,1,5596.00,50.00,-50.00,0,1.130000,0.020000,-0.020000,0,0.900000,0.050000,-0.050000,0,-0.0700,0.0600,-0.0600,0,11.0000,2.0000,-2.0000,0
889,HD 203387,1,2,5174.32,23.92,-23.92,0,10.585200,,,0,2.817000,0.271000,-0.271000,0,0.0500,0.0500,-0.0500,0,,,,
890,HD 203387,1,2,5174.32,23.92,-23.92,0,10.585200,,,0,2.817000,0.271000,-0.271000,0,0.0500,0.0500,-0.0500,0,,,,
891,HD 2039,1,1,5945.00,36.00,-36.00,0,1.190000,0.030000,-0.030000,0,1.230000,0.190000,-0.190000,0,0.3000,,,0,6.0000,4.0000,-4.0000,0
892,HD 204313,1,3,5767.00,17.00,-17.00,0,1.100000,0.020000,-0.020000,0,1.030000,0.132000,-0.132000,0,0.1800,0.0200,-0.0200,0,3.3800,2.5800,-2.5800,0
893,HD 204313,1,3,5767.00,17.00,-17.00,0,1.100000,0.020000,-0.020000,0,1.030000,0.132000,-0.132000,0,0.1800,0.0200,-0.0200,0,3.3800,2.5800,-2.5800,0
894,HD 204313,1,3,5767.00,17.00,-17.00,0,1.100000,0.020000,-0.020000,0,1.030000,0.132000,-0.132000,0,0.1800,0.0200,-0.0200,0,3.3800,2.5800,-2.5800,0
895,HD 204941,2,1,5026.00,29.00,-29.00,0,0.780000,0.010000,-0.010000,0,0.580000,0.080000,-0.080000,0,-0.1900,,,0,6.6700,0.7700,-0.7700,0
896,HD 205158,1,1,6133.55,129.37,-83.10,0,1.877410,0.068984,-0.081921,0,1.160000,0.159000,-0.159000,0,,,,,,,,
897,HD 205739,1,1,6176.00,30.00,-30.00,0,1.330000,0.100000,-0.100000,0,1.220000,0.080000,-0.060000,0,0.1900,0.0400,-0.0400,0,2.8400,0.9200,-1.1200,0
898,HD 206255,1,1,5635.00,82.00,-99.00,0,2.221489,0.080309,-0.063458,0,1.420000,0.080000,-0.080000,0,,,,,,,,
899,HD 206610,1,1,4842.00,,,0,6.120000,,,0,1.550000,,,0,0.1400,0.0300,-0.0300,0,3.0000,1.0000,-1.0000,0
900,HD 206893,1,2,6500.00,100.00,-100.00,0,1.311160,0.046310,-0.063092,0,1.320000,0.070000,-0.050000,0,,,,,0.1550,0.0150,-0.0150,0
901,HD 206893,1,2,6500.00,100.00,-100.00,0,1.311160,0.046310,-0.063092,0,1.320000,0.070000,-0.050000,0,,,,,0.1550,0.0150,-0.0150,0
902,HD 207496,1,1,4819.00,94.00,-94.00,0,0.769000,0.026000,-0.026000,0,0.800000,0.040000,-0.040000,0,0.0950,0.0380,-0.0380,0,0.5200,0.2600,-0.2600,0
903,HD 20781,2,5,5256.00,29.00,-29.00,0,0.833609,0.023910,-0.022175,0,0.700000,,,0,-0.1100,0.0200,-0.0200,0,,,,
904,HD 20781,2,5,5256.00,29.00,-29.00,0,0.833609,0.023910,-0.022175,0,0.700000,,,0,-0.1100,0.0200,-0.0200,0,,,,
905,HD 20781,2,5,5256.00,29.00,-29.00,0,0.833609,0.023910,-0.022175,0,0.700000,,,0,-0.1100,0.0200,-0.0200,0,,,,
906,HD 20781,2,5,5256.00,29.00,-29.00,0,0.833609,0.023910,-0.022175,0,0.700000,,,0,-0.1100,0.0200,-0.0200,0,,,,
907,HD 20782,2,5,5782.13,76.96,-127.47,0,1.126810,0.047169,-0.042017,0,1.040000,0.134951,-0.107228,0,-0.0537,0.0040,-0.0040,0,5.5300,1.4300,-1.4300,0
908,HD 207832,3,2,5726.00,,,0,0.890000,0.050000,-0.050000,0,1.050000,0.170000,-0.170000,0,0.1400,,,0,1.3600,1.2600,-1.2600,0
909,HD 207832,3,2,5710.00,81.00,-81.00,0,0.901000,0.056000,-0.056000,0,0.940000,0.100000,-0.100000,0,0.0600,,,0,1.3600,1.2600,-1.2600,0
910,HD 207897,1,1,5106.00,67.00,-63.00,0,0.782700,0.032900,-0.026400,0,0.820800,0.022600,-0.025300,0,-0.0300,0.0600,-0.0590,0,4.7000,5.1000,-3.2000,0
911,HD 20794,1,4,5368.00,64.00,-64.00,0,0.930000,0.030000,-0.030000,0,0.790000,0.010000,-0.010000,0,-0.4200,0.0200,-0.0200,0,5.7600,0.6600,-0.6600,0
912,HD 20794,1,4,5368.00,64.00,-64.00,0,0.930000,0.030000,-0.030000,0,0.790000,0.010000,-0.010000,0,-0.4200,0.0200,-0.0200,0,5.7600,0.6600,-0.6600,0
913,HD 20794,1,4,5401.00,17.00,-17.00,0,0.930000,0.030000,-0.030000,0,0.813000,0.018000,-0.012000,0,-0.4000,0.0100,-0.0100,0,5.7600,0.6600,-0.6600,0
